Highlight,Unnamed: 2,In Stathead,player_id
"Career high, Game Score",30.4,View full stats from top 20 games,mozgoti01
"Career high, Points",21.0,View full stats from top 20 games,udokaim01
"Career high, Rebounds",14.0,View full stats from top 20 games,udokaim01
"Career high, Assists",5.0,View full stats from top 20 games,udokaim01
"Career high, Steals",4.0,View full stats from top 20 games,udokaim01
"Career high, Blocks",2.0,View full stats from top 20 games,udokaim01
"Career high, Game Score",24.3,View full stats from top 20 games,udokaim01
"Career high, Points",13.0,View full stats from top 20 games,conneji01
"Career high, Rebounds",5.0,View full stats from top 20 games,conneji01
"Career high, Assists",5.0,View full stats from top 20 games,conneji01
"Career high, Blocks",1.0,View full stats from top 20 games,conneji01
"Career high, Game Score",4.0,View full stats from top 20 games,conneji01
"Career high, Points",28.0,View full stats from top 20 games,johnser02
"Career high, Rebounds",26.0,View full stats from top 20 games,johnser02
"Career high, Assists",5.0,View full stats from top 20 games,johnser02
"Career high, Steals",4.0,View full stats from top 20 games,johnser02
"Career high, Blocks",8.0,View full stats from top 20 games,johnser02
"Career high, Game Score",30.5,View full stats from top 20 games,johnser02
"Career high, Points",13.0,View full stats from top 20 games,sowpa01
"Career high, Rebounds",15.0,View full stats from top 20 games,sowpa01
"Career high, Assists",2.0,View full stats from top 20 games,sowpa01
"Career high, Steals",3.0,View full stats from top 20 games,sowpa01
"Career high, Blocks",3.0,View full stats from top 20 games,sowpa01
"Career high, Game Score",14.0,View full stats from top 20 games,sowpa01
"Career high, Points",22.0,View full stats from top 20 games,rayal01
"Career high, Rebounds",5.0,View full stats from top 20 games,rayal01
"Career high, Assists",3.0,View full stats from top 20 games,rayal01
"Career high, Steals",2.0,View full stats from top 20 games,rayal01
"Career high, Blocks",1.0,View full stats from top 20 games,rayal01
"Career high, Game Score",15.9,View full stats from top 20 games,rayal01
"Career high, Points",19.0,View full stats from top 20 games,jonesoz01
"Career high, Rebounds",13.0,View full stats from top 20 games,jonesoz01
"Career high, Assists",4.0,View full stats from top 20 games,jonesoz01
"Career high, Steals",3.0,View full stats from top 20 games,jonesoz01
"Career high, Blocks",4.0,View full stats from top 20 games,jonesoz01
"Career high, Game Score",15.4,View full stats from top 20 games,jonesoz01
"Career high, Points",6.0,View full stats from top 20 games,pelleno01
"Career high, Rebounds",8.0,View full stats from top 20 games,pelleno01
"Career high, Assists",2.0,View full stats from top 20 games,pelleno01
"Career high, Steals",1.0,View full stats from top 20 games,pelleno01
"Career high, Blocks",4.0,View full stats from top 20 games,pelleno01
"Career high, Game Score",6.8,View full stats from top 20 games,pelleno01
"Career high, Points",18.0,View full stats from top 20 games,tshieos01
"Career high, Rebounds",14.0,View full stats from top 20 games,tshieos01
"Career high, Assists",2.0,View full stats from top 20 games,tshieos01
"Career high, Steals",3.0,View full stats from top 20 games,tshieos01
"Career high, Blocks",1.0,View full stats from top 20 games,tshieos01
"Career high, Game Score",21.3,View full stats from top 20 games,tshieos01
"Career high, Points",15.0,View full stats from top 20 games,stithsa01
"Career high, Rebounds",7.0,View full stats from top 20 games,stithsa01
"Career high, Assists",5.0,View full stats from top 20 games,stithsa01
"Career high, Points",20.0,View full stats from top 20 games,harpemi01
"Career high, Rebounds",11.0,View full stats from top 20 games,harpemi01
"Career high, Assists",5.0,View full stats from top 20 games,harpemi01
"Career high, Steals",3.0,View full stats from top 20 games,harpemi01
"Career high, Blocks",5.0,View full stats from top 20 games,harpemi01
"Career high, Game Score",21.7,View full stats from top 20 games,harpemi01
"Career high, Points",23.0,View full stats from top 20 games,cunnida01
"Career high, Rebounds",14.0,View full stats from top 20 games,cunnida01
"Career high, Assists",6.0,View full stats from top 20 games,cunnida01
"Career high, Steals",5.0,View full stats from top 20 games,cunnida01
"Career high, Blocks",5.0,View full stats from top 20 games,cunnida01
"Career high, Game Score",23.5,View full stats from top 20 games,cunnida01
"Career high, Points",16.0,View full stats from top 20 games,dwanja01
"Career high, Assists",6.0,View full stats from top 20 games,dwanja01
"Career high, Points",32.0,View full stats from top 20 games,patteru01
"Career high, Rebounds",16.0,View full stats from top 20 games,patteru01
"Career high, Assists",10.0,View full stats from top 20 games,patteru01
"Career high, Steals",7.0,View full stats from top 20 games,patteru01
"Career high, Blocks",4.0,View full stats from top 20 games,patteru01
"Career high, Game Score",33.3,View full stats from top 20 games,patteru01
"Career high, Points",57.0,View full stats from top 20 games,millere01
"Career high, Rebounds",12.0,View full stats from top 20 games,millere01
"Career high, Assists",11.0,View full stats from top 20 games,millere01
"Career high, Steals",6.0,View full stats from top 20 games,millere01
"Career high, Blocks",3.0,View full stats from top 20 games,millere01
"Career high, Game Score",50.4,View full stats from top 20 games,millere01
Triple-Doubles,1.0,View all,millere01
"Career high, Points",22.0,View full stats from top 20 games,bobbne01
"Career high, Rebounds",10.0,View full stats from top 20 games,bobbne01
"Career high, Assists",10.0,View full stats from top 20 games,bobbne01
"Career high, Points",60.0,View full stats from top 20 games,arenagi01
"Career high, Rebounds",12.0,View full stats from top 20 games,arenagi01
"Career high, Assists",16.0,View full stats from top 20 games,arenagi01
"Career high, Steals",8.0,View full stats from top 20 games,arenagi01
"Career high, Blocks",3.0,View full stats from top 20 games,arenagi01
"Career high, Game Score",47.8,View full stats from top 20 games,arenagi01
Triple-Doubles,4.0,View all,arenagi01
"Career high, Points",20.0,View full stats from top 20 games,pricero01
"Career high, Rebounds",7.0,View full stats from top 20 games,pricero01
"Career high, Assists",12.0,View full stats from top 20 games,pricero01
"Career high, Steals",5.0,View full stats from top 20 games,pricero01
"Career high, Blocks",2.0,View full stats from top 20 games,pricero01
"Career high, Game Score",18.8,View full stats from top 20 games,pricero01
"Career high, Points",19.0,View full stats from top 20 games,obanned01
"Career high, Rebounds",11.0,View full stats from top 20 games,obanned01
"Career high, Assists",5.0,View full stats from top 20 games,obanned01
"Career high, Steals",4.0,View full stats from top 20 games,obanned01
"Career high, Blocks",2.0,View full stats from top 20 games,obanned01
"Career high, Game Score",19.9,View full stats from top 20 games,obanned01
"Career high, Points",4.0,View full stats from top 20 games,brynto01
"Career high, Rebounds",2.0,View full stats from top 20 games,brynto01
"Career high, Steals",2.0,View full stats from top 20 games,brynto01
"Career high, Blocks",1.0,View full stats from top 20 games,brynto01
"Career high, Game Score",4.7,View full stats from top 20 games,brynto01
"Career high, Points",18.0,View full stats from top 20 games,schneot01
"Career high, Assists",4.0,View full stats from top 20 games,schneot01
"Career high, Points",22.0,View full stats from top 20 games,jamesje01
"Career high, Rebounds",12.0,View full stats from top 20 games,jamesje01
"Career high, Assists",4.0,View full stats from top 20 games,jamesje01
"Career high, Steals",2.0,View full stats from top 20 games,jamesje01
"Career high, Blocks",6.0,View full stats from top 20 games,jamesje01
"Career high, Game Score",19.8,View full stats from top 20 games,jamesje01
"Career high, Points",21.0,View full stats from top 20 games,benjaco01
"Career high, Rebounds",8.0,View full stats from top 20 games,benjaco01
"Career high, Assists",6.0,View full stats from top 20 games,benjaco01
"Career high, Steals",4.0,View full stats from top 20 games,benjaco01
"Career high, Blocks",3.0,View full stats from top 20 games,benjaco01
"Career high, Game Score",17.9,View full stats from top 20 games,benjaco01
"Career high, Points",19.0,View full stats from top 20 games,wrighbr02
"Career high, Rebounds",6.0,View full stats from top 20 games,wrighbr02
"Career high, Assists",4.0,View full stats from top 20 games,wrighbr02
"Career high, Steals",2.0,View full stats from top 20 games,wrighbr02
"Career high, Blocks",1.0,View full stats from top 20 games,wrighbr02
"Career high, Game Score",10.8,View full stats from top 20 games,wrighbr02
"Career high, Points",45.0,View full stats from top 20 games,abdulma01
"Career high, Rebounds",12.0,View full stats from top 20 games,abdulma01
"Career high, Assists",19.0,View full stats from top 20 games,abdulma01
"Career high, Steals",3.0,View full stats from top 20 games,abdulma01
"Career high, Blocks",2.0,View full stats from top 20 games,abdulma01
Triple-Doubles,1.0,View all,abdulma01
"Career high, Points",24.0,View full stats from top 20 games,holubdi01
"Career high, Assists",2.0,View full stats from top 20 games,holubdi01
"Career high, Points",26.0,View full stats from top 20 games,potapvi01
"Career high, Rebounds",18.0,View full stats from top 20 games,potapvi01
"Career high, Assists",7.0,View full stats from top 20 games,potapvi01
"Career high, Steals",5.0,View full stats from top 20 games,potapvi01
"Career high, Blocks",5.0,View full stats from top 20 games,potapvi01
"Career high, Game Score",21.6,View full stats from top 20 games,potapvi01
"Career high, Points",38.0,View full stats from top 20 games,roundda01
"Career high, Rebounds",26.0,View full stats from top 20 games,roundda01
"Career high, Assists",11.0,View full stats from top 20 games,roundda01
"Career high, Steals",5.0,View full stats from top 20 games,roundda01
"Career high, Blocks",9.0,View full stats from top 20 games,roundda01
"Career high, Game Score",40.6,View full stats from top 20 games,roundda01
Triple-Doubles,1.0,View all,roundda01
"Career high, Points",26.0,View full stats from top 20 games,szczewa01
"Career high, Rebounds",12.0,View full stats from top 20 games,szczewa01
"Career high, Assists",8.0,View full stats from top 20 games,szczewa01
"Career high, Points",10.0,View full stats from top 20 games,stroejo01
"Career high, Rebounds",7.0,View full stats from top 20 games,stroejo01
"Career high, Assists",3.0,View full stats from top 20 games,stroejo01
"Career high, Steals",1.0,View full stats from top 20 games,stroejo01
"Career high, Blocks",2.0,View full stats from top 20 games,stroejo01
"Career high, Game Score",7.7,View full stats from top 20 games,stroejo01
"Career high, Points",11.0,View full stats from top 20 games,joneske01
"Career high, Rebounds",10.0,View full stats from top 20 games,joneske01
"Career high, Assists",3.0,View full stats from top 20 games,joneske01
"Career high, Steals",2.0,View full stats from top 20 games,joneske01
"Career high, Blocks",1.0,View full stats from top 20 games,joneske01
"Career high, Game Score",11.2,View full stats from top 20 games,joneske01
"Career high, Points",39.0,View full stats from top 20 games,foxji01
"Career high, Rebounds",30.0,View full stats from top 20 games,foxji01
"Career high, Assists",10.0,View full stats from top 20 games,foxji01
"Career high, Steals",5.0,View full stats from top 20 games,foxji01
"Career high, Blocks",3.0,View full stats from top 20 games,foxji01
Triple-Doubles,2.0,View all,foxji01
"Career high, Points",24.0,View full stats from top 20 games,taylote01
"Career high, Rebounds",16.0,View full stats from top 20 games,taylote01
"Career high, Assists",5.0,View full stats from top 20 games,taylote01
"Career high, Steals",2.0,View full stats from top 20 games,taylote01
